,Year,Jurisdiction,Health region,Specialty ,Specialty sort,"Physician-to–100,000 population ratio",Number of physicians,Population
93123,2020,Alta.,Calgary Zone,_Neuropathology,66,0,7,"1,710,214"
93124,2020,Alta.,Calgary Zone,Surgical specialists,67,28,484,"1,710,214"
93125,2020,Alta.,Calgary Zone,_Cardiac surgery,68,1,20,"1,710,214"
93126,2020,Alta.,Calgary Zone,_General surgery,69,3,59,"1,710,214"
93127,2020,Alta.,Calgary Zone,__General surgical oncology,71,0,1,"1,710,214"
93128,2020,Alta.,Calgary Zone,__Pediatric surgery,72,0,7,"1,710,214"
93129,2020,Alta.,Calgary Zone,_Neurosurgery,73,1,20,"1,710,214"
93130,2020,Alta.,Calgary Zone,_Obstetrics and gynecology,74,7,118,"1,710,214"
93131,2020,Alta.,Calgary Zone,__Gynecological oncology,75,0,2,"1,710,214"
93132,2020,Alta.,Calgary Zone,_Ophthalmology,77,4,66,"1,710,214"
93133,2020,Alta.,Calgary Zone,_Orthopedic surgery,78,5,93,"1,710,214"
93134,2020,Alta.,Calgary Zone,_Otolaryngology — Head and neck surgery,79,2,31,"1,710,214"
93135,2020,Alta.,Calgary Zone,_Plastic surgery,80,2,37,"1,710,214"
93136,2020,Alta.,Calgary Zone,_Urology,81,1,21,"1,710,214"
93137,2020,Alta.,Calgary Zone,_Vascular surgery,82,1,9,"1,710,214"
90928,2020,Que.,Mauricie et Centre-du-Québec,All physicians,1,217,"1,143","525,684"
93139,2020,Alta.,Central Zone,All specialists,2,52,251,"479,938"
93140,2020,Alta.,Central Zone,Family medicine,3,106,510,"479,938"
93141,2020,Alta.,Central Zone,__General practice,4,51,246,"479,938"
93142,2020,Alta.,Central Zone,__Emergency family medicine,5,3,13,"479,938"
93143,2020,Alta.,Central Zone,__Family medicine,6,52,251,"479,938"
93144,2020,Alta.,Central Zone,Medical specialists,7,36,173,"479,938"
93145,2020,Alta.,Central Zone,Clinical specialists,8,33,160,"479,938"
93146,2020,Alta.,Central Zone,_Anesthesiology,9,4,20,"479,938"
93147,2020,Alta.,Central Zone,_Dermatology,10,0,1,"479,938"
93148,2020,Alta.,Central Zone,_Diagnostic radiology,11,6,28,"479,938"
93149,2020,Alta.,Central Zone,_Emergency medicine,14,0,2,"479,938"
93150,2020,Alta.,Central Zone,_Internal medicine,15,5,23,"479,938"
93151,2020,Alta.,Central Zone,__Cardiology,16,1,4,"479,938"
93152,2020,Alta.,Central Zone,__Critical care medicine,19,1,3,"479,938"
93153,2020,Alta.,Central Zone,__Endocrinology and metabolism,20,0,1,"479,938"
93154,2020,Alta.,Central Zone,__Gastroenterology,21,1,3,"479,938"
93155,2020,Alta.,Central Zone,__Hematology,24,0,2,"479,938"
93156,2020,Alta.,Central Zone,__Medical oncology,26,0,2,"479,938"
93157,2020,Alta.,Central Zone,__Nephrology,27,0,2,"479,938"
93158,2020,Alta.,Central Zone,__Respirology,30,1,5,"479,938"
93159,2020,Alta.,Central Zone,_Neurology,33,1,5,"479,938"
93160,2020,Alta.,Central Zone,_Nuclear medicine,35,0,2,"479,938"
93161,2020,Alta.,Central Zone,_Pediatrics,36,4,17,"479,938"
93162,2020,Alta.,Central Zone,__Child and adolescent psychiatry — Pediatrics,39,0,1,"479,938"
93163,2020,Alta.,Central Zone,_Physical medicine and rehabilitation,53,0,2,"479,938"
93164,2020,Alta.,Central Zone,_Psychiatry,54,7,33,"479,938"
93165,2020,Alta.,Central Zone,_Public health and preventive medicine,57,0,2,"479,938"
93166,2020,Alta.,Central Zone,_Radiation oncology,58,0,2,"479,938"
93167,2020,Alta.,Central Zone,Laboratory specialists,59,3,13,"479,938"
93168,2020,Alta.,Central Zone,_Anatomical pathology,60,2,8,"479,938"
93169,2020,Alta.,Central Zone,_General pathology,61,1,5,"479,938"
93170,2020,Alta.,Central Zone,Surgical specialists,67,16,78,"479,938"
93171,2020,Alta.,Central Zone,_General surgery,69,4,21,"479,938"
93172,2020,Alta.,Central Zone,_Obstetrics and gynecology,74,3,16,"479,938"
93173,2020,Alta.,Central Zone,_Ophthalmology,77,1,7,"479,938"
93174,2020,Alta.,Central Zone,_Orthopedic surgery,78,3,16,"479,938"
93175,2020,Alta.,Central Zone,_Otolaryngology — Head and neck surgery,79,1,4,"479,938"
93176,2020,Alta.,Central Zone,_Plastic surgery,80,1,6,"479,938"
93177,2020,Alta.,Central Zone,_Urology,81,2,8,"479,938"
91443,2020,Que.,Montérégie,All physicians,1,181,"2,609","1,439,397"
93179,2020,Alta.,Edmonton Zone,All specialists,2,167,"2,452","1,464,783"
93180,2020,Alta.,Edmonton Zone,Family medicine,3,121,"1,779","1,464,783"
93181,2020,Alta.,Edmonton Zone,__General practice,4,38,554,"1,464,783"
93182,2020,Alta.,Edmonton Zone,__Emergency family medicine,5,7,107,"1,464,783"
93183,2020,Alta.,Edmonton Zone,__Family medicine,6,76,"1,118","1,464,783"
93184,2020,Alta.,Edmonton Zone,Medical specialists,7,136,"1,992","1,464,783"
93185,2020,Alta.,Edmonton Zone,Clinical specialists,8,127,"1,859","1,464,783"
93186,2020,Alta.,Edmonton Zone,_Anesthesiology,9,13,193,"1,464,783"
93187,2020,Alta.,Edmonton Zone,_Dermatology,10,2,30,"1,464,783"
93188,2020,Alta.,Edmonton Zone,_Diagnostic radiology,11,11,162,"1,464,783"
93189,2020,Alta.,Edmonton Zone,_Emergency medicine,14,5,77,"1,464,783"
93190,2020,Alta.,Edmonton Zone,_Internal medicine,15,14,203,"1,464,783"
93191,2020,Alta.,Edmonton Zone,__Cardiology,16,6,84,"1,464,783"
93192,2020,Alta.,Edmonton Zone,__Clinical immunology and allergy,17,0,5,"1,464,783"
93193,2020,Alta.,Edmonton Zone,__Critical care medicine,19,3,48,"1,464,783"
93194,2020,Alta.,Edmonton Zone,__Endocrinology and metabolism,20,2,23,"1,464,783"
93195,2020,Alta.,Edmonton Zone,__Gastroenterology,21,3,50,"1,464,783"
93196,2020,Alta.,Edmonton Zone,__Geriatric medicine,23,1,11,"1,464,783"
93197,2020,Alta.,Edmonton Zone,__Hematology,24,1,18,"1,464,783"
93198,2020,Alta.,Edmonton Zone,__Infectious diseases,25,2,30,"1,464,783"
93199,2020,Alta.,Edmonton Zone,__Medical oncology,26,2,31,"1,464,783"
93200,2020,Alta.,Edmonton Zone,__Nephrology,27,3,38,"1,464,783"
93201,2020,Alta.,Edmonton Zone,__Occupational medicine,28,1,10,"1,464,783"
93202,2020,Alta.,Edmonton Zone,__Respirology,30,3,46,"1,464,783"
93203,2020,Alta.,Edmonton Zone,__Rheumatology,31,2,25,"1,464,783"
93204,2020,Alta.,Edmonton Zone,_Medical genetics and genomics,32,0,5,"1,464,783"
93205,2020,Alta.,Edmonton Zone,_Neurology,33,6,82,"1,464,783"
93206,2020,Alta.,Edmonton Zone,_Nuclear medicine,35,1,16,"1,464,783"
93207,2020,Alta.,Edmonton Zone,_Pediatrics,36,14,211,"1,464,783"
93208,2020,Alta.,Edmonton Zone,__Cardiology — Pediatrics,38,1,15,"1,464,783"
93209,2020,Alta.,Edmonton Zone,__Child and adolescent psychiatry — Pediatrics,39,0,2,"1,464,783"
93210,2020,Alta.,Edmonton Zone,__Clinical immunology and allergy — Pediatrics,40,0,5,"1,464,783"
93211,2020,Alta.,Edmonton Zone,__Critical care medicine — Pediatrics,42,0,7,"1,464,783"
93212,2020,Alta.,Edmonton Zone,__Developmental — Pediatrics,43,0,1,"1,464,783"
93213,2020,Alta.,Edmonton Zone,__Emergency medicine — Pediatrics,44,1,11,"1,464,783"
93214,2020,Alta.,Edmonton Zone,__Endocrinology and metabolism — Pediatrics,45,0,4,"1,464,783"
93215,2020,Alta.,Edmonton Zone,__Gastroenterology — Pediatrics,46,0,5,"1,464,783"
93216,2020,Alta.,Edmonton Zone,__Hematology/oncology — Pediatrics,47,0,4,"1,464,783"
93217,2020,Alta.,Edmonton Zone,__Infectious diseases — Pediatrics,48,1,9,"1,464,783"
93218,2020,Alta.,Edmonton Zone,__Neonatal–perinatal medicine,49,0,7,"1,464,783"
93219,2020,Alta.,Edmonton Zone,__Nephrology — Pediatrics,50,0,5,"1,464,783"
93220,2020,Alta.,Edmonton Zone,__Respirology — Pediatrics,51,1,10,"1,464,783"
93221,2020,Alta.,Edmonton Zone,__Rheumatology — Pediatrics,52,0,3,"1,464,783"
93222,2020,Alta.,Edmonton Zone,_Physical medicine and rehabilitation,53,4,53,"1,464,783"
93223,2020,Alta.,Edmonton Zone,_Psychiatry,54,19,274,"1,464,783"
93224,2020,Alta.,Edmonton Zone,_Public health and preventive medicine,57,1,17,"1,464,783"
93225,2020,Alta.,Edmonton Zone,_Radiation oncology,58,2,29,"1,464,783"
93226,2020,Alta.,Edmonton Zone,Laboratory specialists,59,9,133,"1,464,783"
93227,2020,Alta.,Edmonton Zone,_Anatomical pathology,60,5,69,"1,464,783"
93228,2020,Alta.,Edmonton Zone,_General pathology,61,3,37,"1,464,783"
93229,2020,Alta.,Edmonton Zone,__Forensic pathology,62,0,1,"1,464,783"
93230,2020,Alta.,Edmonton Zone,_Hematological pathology,63,1,10,"1,464,783"
93231,2020,Alta.,Edmonton Zone,_Medical microbiology,65,1,12,"1,464,783"
93232,2020,Alta.,Edmonton Zone,_Neuropathology,66,0,4,"1,464,783"
93233,2020,Alta.,Edmonton Zone,Surgical specialists,67,31,458,"1,464,783"
93234,2020,Alta.,Edmonton Zone,_Cardiac surgery,68,2,22,"1,464,783"
93235,2020,Alta.,Edmonton Zone,_General surgery,69,5,74,"1,464,783"
93236,2020,Alta.,Edmonton Zone,__General surgical oncology,71,0,3,"1,464,783"
93237,2020,Alta.,Edmonton Zone,__Pediatric surgery,72,0,4,"1,464,783"
93238,2020,Alta.,Edmonton Zone,_Neurosurgery,73,1,20,"1,464,783"
93239,2020,Alta.,Edmonton Zone,_Obstetrics and gynecology,74,8,115,"1,464,783"
93240,2020,Alta.,Edmonton Zone,__Gynecological oncology,75,0,2,"1,464,783"
93241,2020,Alta.,Edmonton Zone,_Ophthalmology,77,4,59,"1,464,783"
93242,2020,Alta.,Edmonton Zone,_Orthopedic surgery,78,4,63,"1,464,783"
93243,2020,Alta.,Edmonton Zone,_Otolaryngology — Head and neck surgery,79,2,35,"1,464,783"
93244,2020,Alta.,Edmonton Zone,_Plastic surgery,80,2,27,"1,464,783"
93245,2020,Alta.,Edmonton Zone,_Urology,81,2,25,"1,464,783"
93246,2020,Alta.,Edmonton Zone,_Vascular surgery,82,1,9,"1,464,783"
93247,2020,Alta.,Edmonton Zone,Medical scientists,83,0,2,"1,464,783"
91037,2020,Que.,Montréal,All physicians,1,363,"7,518","2,069,849"
93249,2020,Alta.,North Zone,All specialists,2,28,130,"459,193"
93250,2020,Alta.,North Zone,Family medicine,3,90,411,"459,193"
93251,2020,Alta.,North Zone,__General practice,4,49,224,"459,193"
93252,2020,Alta.,North Zone,__Emergency family medicine,5,2,10,"459,193"
93253,2020,Alta.,North Zone,__Family medicine,6,39,177,"459,193"
93254,2020,Alta.,North Zone,Medical specialists,7,18,83,"459,193"
93255,2020,Alta.,North Zone,Clinical specialists,8,17,78,"459,193"
93256,2020,Alta.,North Zone,_Anesthesiology,9,2,7,"459,193"
93257,2020,Alta.,North Zone,_Diagnostic radiology,11,5,25,"459,193"
93258,2020,Alta.,North Zone,_Emergency medicine,14,0,1,"459,193"
93259,2020,Alta.,North Zone,_Internal medicine,15,3,12,"459,193"
93260,2020,Alta.,North Zone,__Critical care medicine,19,1,3,"459,193"
93261,2020,Alta.,North Zone,__Gastroenterology,21,0,1,"459,193"
93262,2020,Alta.,North Zone,__Occupational medicine,28,0,1,"459,193"
93263,2020,Alta.,North Zone,_Pediatrics,36,2,9,"459,193"
93264,2020,Alta.,North Zone,_Psychiatry,54,4,17,"459,193"
93265,2020,Alta.,North Zone,_Public health and preventive medicine,57,0,1,"459,193"
93266,2020,Alta.,North Zone,_Radiation oncology,58,0,1,"459,193"
93267,2020,Alta.,North Zone,Laboratory specialists,59,1,5,"459,193"
93268,2020,Alta.,North Zone,_Anatomical pathology,60,0,2,"459,193"
93269,2020,Alta.,North Zone,_General pathology,61,0,1,"459,193"
93270,2020,Alta.,North Zone,_Hematological pathology,63,0,2,"459,193"
93271,2020,Alta.,North Zone,Surgical specialists,67,10,47,"459,193"
93272,2020,Alta.,North Zone,_General surgery,69,3,15,"459,193"
93273,2020,Alta.,North Zone,_Obstetrics and gynecology,74,3,14,"459,193"
93274,2020,Alta.,North Zone,_Ophthalmology,77,0,2,"459,193"
93275,2020,Alta.,North Zone,_Orthopedic surgery,78,2,9,"459,193"
93276,2020,Alta.,North Zone,_Otolaryngology — Head and neck surgery,79,1,3,"459,193"
93277,2020,Alta.,North Zone,_Plastic surgery,80,0,1,"459,193"
93278,2020,Alta.,North Zone,_Urology,81,1,3,"459,193"
91216,2020,Que.,Nord-du-Québec,All physicians,1,319,43,"13,470"
93280,2020,Alta.,Unknown,All specialists,2,,11,
93281,2020,Alta.,Unknown,Family medicine,3,,12,
93282,2020,Alta.,Unknown,__General practice,4,,3,
93283,2020,Alta.,Unknown,__Emergency family medicine,5,,1,
93284,2020,Alta.,Unknown,__Family medicine,6,,8,
93285,2020,Alta.,Unknown,Medical specialists,7,,7,
93286,2020,Alta.,Unknown,Clinical specialists,8,,6,
93287,2020,Alta.,Unknown,_Diagnostic radiology,11,,1,
93288,2020,Alta.,Unknown,_Internal medicine,15,,1,
93289,2020,Alta.,Unknown,__Cardiology,16,,1,
93290,2020,Alta.,Unknown,__Clinical immunology and allergy,17,,1,
93291,2020,Alta.,Unknown,__Occupational medicine,28,,1,
93292,2020,Alta.,Unknown,_Physical medicine and rehabilitation,53,,1,
93293,2020,Alta.,Unknown,Laboratory specialists,59,,1,
93294,2020,Alta.,Unknown,_General pathology,61,,1,
93295,2020,Alta.,Unknown,Surgical specialists,67,,4,
93296,2020,Alta.,Unknown,_General surgery,69,,1,
93297,2020,Alta.,Unknown,_Orthopedic surgery,78,,3,
91501,2020,Que.,Nunavik,All physicians,1,355,51,"14,361"
93299,2020,B.C.,B.C.,All specialists,2,120,"6,189","5,153,039"
93300,2020,B.C.,B.C.,Family medicine,3,134,"6,884","5,153,039"
93301,2020,B.C.,B.C.,__General practice,4,41,"2,128","5,153,039"
93302,2020,B.C.,B.C.,__Emergency family medicine,5,8,404,"5,153,039"
93303,2020,B.C.,B.C.,__Family medicine,6,84,"4,352","5,153,039"
93304,2020,B.C.,B.C.,Medical specialists,7,91,"4,695","5,153,039"
93305,2020,B.C.,B.C.,Clinical specialists,8,86,"4,411","5,153,039"
93306,2020,B.C.,B.C.,_Anesthesiology,9,11,567,"5,153,039"
93307,2020,B.C.,B.C.,_Dermatology,10,2,81,"5,153,039"
93308,2020,B.C.,B.C.,_Diagnostic radiology,11,7,346,"5,153,039"
93309,2020,B.C.,B.C.,__Pediatric radiology,13,0,1,"5,153,039"
93310,2020,B.C.,B.C.,_Emergency medicine,14,4,208,"5,153,039"
93311,2020,B.C.,B.C.,_Internal medicine,15,11,551,"5,153,039"
93312,2020,B.C.,B.C.,__Cardiology,16,3,144,"5,153,039"
93313,2020,B.C.,B.C.,__Clinical immunology and allergy,17,0,23,"5,153,039"
93314,2020,B.C.,B.C.,__Critical care medicine,19,1,76,"5,153,039"
93315,2020,B.C.,B.C.,__Endocrinology and metabolism,20,1,60,"5,153,039"
93316,2020,B.C.,B.C.,__Gastroenterology,21,2,88,"5,153,039"
93317,2020,B.C.,B.C.,__Geriatric medicine,23,1,52,"5,153,039"
93318,2020,B.C.,B.C.,__Hematology,24,1,55,"5,153,039"
93319,2020,B.C.,B.C.,__Infectious diseases,25,1,48,"5,153,039"
93320,2020,B.C.,B.C.,__Medical oncology,26,2,105,"5,153,039"
93321,2020,B.C.,B.C.,__Nephrology,27,2,82,"5,153,039"
93322,2020,B.C.,B.C.,__Occupational medicine,28,0,8,"5,153,039"
93323,2020,B.C.,B.C.,__Respirology,30,2,86,"5,153,039"
93324,2020,B.C.,B.C.,__Rheumatology,31,1,72,"5,153,039"
93325,2020,B.C.,B.C.,_Medical genetics and genomics,32,0,19,"5,153,039"
93326,2020,B.C.,B.C.,_Neurology,33,3,179,"5,153,039"
93327,2020,B.C.,B.C.,_Nuclear medicine,35,1,26,"5,153,039"
93328,2020,B.C.,B.C.,_Pediatrics,36,7,378,"5,153,039"
93329,2020,B.C.,B.C.,__Cardiology — Pediatrics,38,0,9,"5,153,039"
93330,2020,B.C.,B.C.,__Clinical immunology and allergy — Pediatrics,40,0,11,"5,153,039"
93331,2020,B.C.,B.C.,__Critical care medicine — Pediatrics,42,0,10,"5,153,039"
93332,2020,B.C.,B.C.,__Emergency medicine — Pediatrics,44,0,20,"5,153,039"
93333,2020,B.C.,B.C.,__Endocrinology and metabolism — Pediatrics,45,0,13,"5,153,039"
93334,2020,B.C.,B.C.,__Gastroenterology — Pediatrics,46,0,7,"5,153,039"
93335,2020,B.C.,B.C.,__Hematology/oncology — Pediatrics,47,0,9,"5,153,039"
93336,2020,B.C.,B.C.,__Infectious diseases — Pediatrics,48,0,8,"5,153,039"
93337,2020,B.C.,B.C.,__Nephrology — Pediatrics,50,0,6,"5,153,039"
93338,2020,B.C.,B.C.,__Respirology — Pediatrics,51,0,3,"5,153,039"
93339,2020,B.C.,B.C.,__Rheumatology — Pediatrics,52,0,7,"5,153,039"
93340,2020,B.C.,B.C.,_Physical medicine and rehabilitation,53,2,90,"5,153,039"
93341,2020,B.C.,B.C.,_Psychiatry,54,16,802,"5,153,039"
93342,2020,B.C.,B.C.,_Public health and preventive medicine,57,1,73,"5,153,039"
93343,2020,B.C.,B.C.,_Radiation oncology,58,2,88,"5,153,039"
93344,2020,B.C.,B.C.,Laboratory specialists,59,6,284,"5,153,039"
93345,2020,B.C.,B.C.,_Anatomical pathology,60,3,137,"5,153,039"
93346,2020,B.C.,B.C.,_General pathology,61,1,58,"5,153,039"
93347,2020,B.C.,B.C.,_Hematological pathology,63,1,33,"5,153,039"
93348,2020,B.C.,B.C.,_Medical biochemistry,64,0,14,"5,153,039"
93349,2020,B.C.,B.C.,_Medical microbiology,65,1,35,"5,153,039"
93350,2020,B.C.,B.C.,_Neuropathology,66,0,7,"5,153,039"
93351,2020,B.C.,B.C.,Surgical specialists,67,29,"1,492","5,153,039"
93352,2020,B.C.,B.C.,_Cardiac surgery,68,1,54,"5,153,039"
93353,2020,B.C.,B.C.,_General surgery,69,5,251,"5,153,039"
93354,2020,B.C.,B.C.,__General surgical oncology,71,0,4,"5,153,039"
93355,2020,B.C.,B.C.,__Pediatric surgery,72,0,10,"5,153,039"
93356,2020,B.C.,B.C.,_Neurosurgery,73,1,54,"5,153,039"
93357,2020,B.C.,B.C.,_Obstetrics and gynecology,74,6,308,"5,153,039"
93358,2020,B.C.,B.C.,__Gynecological oncology,75,0,2,"5,153,039"
93359,2020,B.C.,B.C.,_Ophthalmology,77,4,203,"5,153,039"
93360,2020,B.C.,B.C.,_Orthopedic surgery,78,5,256,"5,153,039"
93361,2020,B.C.,B.C.,_Otolaryngology — Head and neck surgery,79,2,100,"5,153,039"
93362,2020,B.C.,B.C.,_Plastic surgery,80,2,109,"5,153,039"
93363,2020,B.C.,B.C.,_Urology,81,2,105,"5,153,039"
93364,2020,B.C.,B.C.,_Vascular surgery,82,1,36,"5,153,039"
93365,2020,B.C.,B.C.,Medical scientists,83,0,2,"5,153,039"
91106,2020,Que.,Outaouais,All physicians,1,187,752,"401,388"
93367,2020,B.C.,East Kootenay HSDA,All specialists,2,55,48,"86,710"
93368,2020,B.C.,East Kootenay HSDA,Family medicine,3,170,147,"86,710"
93369,2020,B.C.,East Kootenay HSDA,__General practice,4,47,41,"86,710"
93370,2020,B.C.,East Kootenay HSDA,__Emergency family medicine,5,10,9,"86,710"
93371,2020,B.C.,East Kootenay HSDA,__Family medicine,6,112,97,"86,710"
93372,2020,B.C.,East Kootenay HSDA,Medical specialists,7,32,28,"86,710"
93373,2020,B.C.,East Kootenay HSDA,Clinical specialists,8,28,24,"86,710"
93374,2020,B.C.,East Kootenay HSDA,_Anesthesiology,9,3,3,"86,710"
93375,2020,B.C.,East Kootenay HSDA,_Diagnostic radiology,11,5,4,"86,710"
93376,2020,B.C.,East Kootenay HSDA,_Internal medicine,15,6,5,"86,710"
93377,2020,B.C.,East Kootenay HSDA,__Gastroenterology,21,2,2,"86,710"
93378,2020,B.C.,East Kootenay HSDA,__Rheumatology,31,1,1,"86,710"
93379,2020,B.C.,East Kootenay HSDA,_Pediatrics,36,5,4,"86,710"
93380,2020,B.C.,East Kootenay HSDA,_Psychiatry,54,5,4,"86,710"
93381,2020,B.C.,East Kootenay HSDA,_Public health and preventive medicine,57,1,1,"86,710"
93382,2020,B.C.,East Kootenay HSDA,Laboratory specialists,59,5,4,"86,710"
93383,2020,B.C.,East Kootenay HSDA,_Anatomical pathology,60,3,3,"86,710"
93384,2020,B.C.,East Kootenay HSDA,_General pathology,61,1,1,"86,710"
93385,2020,B.C.,East Kootenay HSDA,Surgical specialists,67,23,20,"86,710"
93386,2020,B.C.,East Kootenay HSDA,_General surgery,69,7,6,"86,710"
93387,2020,B.C.,East Kootenay HSDA,_Obstetrics and gynecology,74,3,3,"86,710"
93388,2020,B.C.,East Kootenay HSDA,_Orthopedic surgery,78,8,7,"86,710"
93389,2020,B.C.,East Kootenay HSDA,_Otolaryngology — Head and neck surgery,79,3,3,"86,710"
93390,2020,B.C.,East Kootenay HSDA,_Urology,81,1,1,"86,710"
90703,2020,Que.,Que.,All physicians,1,257,"22,038","8,575,944"
93392,2020,B.C.,Kootenay–Boundary HSDA,All specialists,2,77,65,"84,108"
93393,2020,B.C.,Kootenay–Boundary HSDA,Family medicine,3,172,145,"84,108"
93394,2020,B.C.,Kootenay–Boundary HSDA,__General practice,4,43,36,"84,108"
93395,2020,B.C.,Kootenay–Boundary HSDA,__Emergency family medicine,5,17,14,"84,108"
93396,2020,B.C.,Kootenay–Boundary HSDA,__Family medicine,6,113,95,"84,108"
93397,2020,B.C.,Kootenay–Boundary HSDA,Medical specialists,7,45,38,"84,108"
93398,2020,B.C.,Kootenay–Boundary HSDA,Clinical specialists,8,43,36,"84,108"
93399,2020,B.C.,Kootenay–Boundary HSDA,_Anesthesiology,9,8,7,"84,108"
93400,2020,B.C.,Kootenay–Boundary HSDA,_Diagnostic radiology,11,6,5,"84,108"
93401,2020,B.C.,Kootenay–Boundary HSDA,_Internal medicine,15,13,11,"84,108"
93402,2020,B.C.,Kootenay–Boundary HSDA,__Critical care medicine,19,1,1,"84,108"
93403,2020,B.C.,Kootenay–Boundary HSDA,__Nephrology,27,2,2,"84,108"
93404,2020,B.C.,Kootenay–Boundary HSDA,_Neurology,33,1,1,"84,108"
93405,2020,B.C.,Kootenay–Boundary HSDA,_Nuclear medicine,35,1,1,"84,108"
93406,2020,B.C.,Kootenay–Boundary HSDA,_Pediatrics,36,5,4,"84,108"
93407,2020,B.C.,Kootenay–Boundary HSDA,_Psychiatry,54,5,4,"84,108"
93408,2020,B.C.,Kootenay–Boundary HSDA,Laboratory specialists,59,2,2,"84,108"
93409,2020,B.C.,Kootenay–Boundary HSDA,_Anatomical pathology,60,1,1,"84,108"
93410,2020,B.C.,Kootenay–Boundary HSDA,_General pathology,61,1,1,"84,108"
93411,2020,B.C.,Kootenay–Boundary HSDA,Surgical specialists,67,32,27,"84,108"
93412,2020,B.C.,Kootenay–Boundary HSDA,_Cardiac surgery,68,1,1,"84,108"
93413,2020,B.C.,Kootenay–Boundary HSDA,_General surgery,69,7,6,"84,108"
93414,2020,B.C.,Kootenay–Boundary HSDA,_Obstetrics and gynecology,74,8,7,"84,108"
93415,2020,B.C.,Kootenay–Boundary HSDA,_Ophthalmology,77,2,2,"84,108"
93416,2020,B.C.,Kootenay–Boundary HSDA,_Orthopedic surgery,78,7,6,"84,108"
93417,2020,B.C.,Kootenay–Boundary HSDA,_Otolaryngology — Head and neck surgery,79,1,1,"84,108"
93418,2020,B.C.,Kootenay–Boundary HSDA,_Plastic surgery,80,1,1,"84,108"
93419,2020,B.C.,Kootenay–Boundary HSDA,_Urology,81,4,3,"84,108"
90814,2020,Que.,Saguenay–Lac-Saint-Jean,All physicians,1,265,740,"278,971"
93421,2020,B.C.,Okanagan HSDA,All specialists,2,124,501,"404,989"
93422,2020,B.C.,Okanagan HSDA,Family medicine,3,148,598,"404,989"
93423,2020,B.C.,Okanagan HSDA,__General practice,4,46,188,"404,989"
93424,2020,B.C.,Okanagan HSDA,__Emergency family medicine,5,8,32,"404,989"
93425,2020,B.C.,Okanagan HSDA,__Family medicine,6,93,378,"404,989"
93426,2020,B.C.,Okanagan HSDA,Medical specialists,7,89,360,"404,989"
93427,2020,B.C.,Okanagan HSDA,Clinical specialists,8,83,337,"404,989"
93428,2020,B.C.,Okanagan HSDA,_Anesthesiology,9,15,59,"404,989"
93429,2020,B.C.,Okanagan HSDA,_Dermatology,10,0,1,"404,989"
93430,2020,B.C.,Okanagan HSDA,_Diagnostic radiology,11,6,26,"404,989"
93431,2020,B.C.,Okanagan HSDA,_Emergency medicine,14,6,23,"404,989"
93432,2020,B.C.,Okanagan HSDA,_Internal medicine,15,7,28,"404,989"
93433,2020,B.C.,Okanagan HSDA,__Cardiology,16,3,12,"404,989"
93434,2020,B.C.,Okanagan HSDA,__Critical care medicine,19,1,5,"404,989"
93435,2020,B.C.,Okanagan HSDA,__Endocrinology and metabolism,20,0,2,"404,989"
93436,2020,B.C.,Okanagan HSDA,__Gastroenterology,21,3,14,"404,989"
93437,2020,B.C.,Okanagan HSDA,__Hematology,24,0,1,"404,989"
93438,2020,B.C.,Okanagan HSDA,__Infectious diseases,25,1,4,"404,989"
93439,2020,B.C.,Okanagan HSDA,__Medical oncology,26,5,19,"404,989"
93440,2020,B.C.,Okanagan HSDA,__Nephrology,27,2,7,"404,989"
93441,2020,B.C.,Okanagan HSDA,__Respirology,30,2,10,"404,989"
93442,2020,B.C.,Okanagan HSDA,__Rheumatology,31,2,7,"404,989"
93443,2020,B.C.,Okanagan HSDA,_Medical genetics and genomics,32,0,1,"404,989"
93444,2020,B.C.,Okanagan HSDA,_Neurology,33,3,12,"404,989"
93445,2020,B.C.,Okanagan HSDA,_Nuclear medicine,35,1,4,"404,989"
93446,2020,B.C.,Okanagan HSDA,_Pediatrics,36,7,29,"404,989"
93447,2020,B.C.,Okanagan HSDA,__Nephrology — Pediatrics,50,0,1,"404,989"
93448,2020,B.C.,Okanagan HSDA,_Physical medicine and rehabilitation,53,2,8,"404,989"
93449,2020,B.C.,Okanagan HSDA,_Psychiatry,54,10,41,"404,989"
93450,2020,B.C.,Okanagan HSDA,_Public health and preventive medicine,57,2,7,"404,989"
93451,2020,B.C.,Okanagan HSDA,_Radiation oncology,58,4,16,"404,989"
93452,2020,B.C.,Okanagan HSDA,Laboratory specialists,59,6,23,"404,989"
93453,2020,B.C.,Okanagan HSDA,_Anatomical pathology,60,2,8,"404,989"
93454,2020,B.C.,Okanagan HSDA,_General pathology,61,3,13,"404,989"
93455,2020,B.C.,Okanagan HSDA,_Medical microbiology,65,0,2,"404,989"
93456,2020,B.C.,Okanagan HSDA,Surgical specialists,67,35,141,"404,989"
93457,2020,B.C.,Okanagan HSDA,_Cardiac surgery,68,3,11,"404,989"
93458,2020,B.C.,Okanagan HSDA,_General surgery,69,5,21,"404,989"
93459,2020,B.C.,Okanagan HSDA,__General surgical oncology,71,0,2,"404,989"
93460,2020,B.C.,Okanagan HSDA,__Pediatric surgery,72,0,1,"404,989"
93461,2020,B.C.,Okanagan HSDA,_Neurosurgery,73,1,6,"404,989"
93462,2020,B.C.,Okanagan HSDA,_Obstetrics and gynecology,74,7,28,"404,989"
