X,Y,OBJECTID,index_,Name,source_facility_type,odhf_facility_type,provider,unit,Street,CSDname,Prov,postal_code,CSDuid,Pruid,latitude,longitude,LocationSource
-79.40841779,43.68553589,5865,5678,The Russell Hill Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,262 St Clair Avenue W,Toronto,ON,M4V1R8,3520005,35,43.68553589,-79.40841779,Provided
-83.0026678999999,42.3251697800001,5866,5689,The Shoreview At Riverside,retirement home,Nursing and residential care facilities,Province of Ontario,,245 Drouillard Road,Windsor,ON,N8Y2P4,3537039,35,42.32516978,-83.0026679,Provided
-79.4038490999999,43.7332454,5867,5693,The Teddington,retirement home,Nursing and residential care facilities,Province of Ontario,,4 Teddington Park Avenue,Toronto,ON,M4N2C3,3520005,35,43.7332454,-79.4038491,Provided
-79.89055855,44.74305645,5868,5698,The Villa Retirement Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,689 Yonge Street,Midland,ON,L4R2E1,3543074,35,44.74305645,-79.89055855,Provided
-80.21591964,43.53209222,5869,5702,The Village Of Arbour Trails,retirement home,Nursing and residential care facilities,Province of Ontario,,32 Bayberry Drive,Guelph,ON,N1G0A2,3523008,35,43.53209222,-80.21591964,Provided
-80.27358416,43.56915803,5870,5707,The Village Of Riverside Glen,retirement home,Nursing and residential care facilities,Province of Ontario,,60 Woodlawn Road E,Guelph,ON,N1H8M8,3523008,35,43.56915803,-80.27358416,Provided
-79.8734372,43.19832568,5871,5711,The Village Of Wentworth Heights,retirement home,Nursing and residential care facilities,Province of Ontario,,1620 Upper Wentworth Street,Hamilton,ON,L9B2W3,3525005,35,43.19832568,-79.8734372,Provided
-81.03582166,44.15073139,5872,5713,The Village Seniors Community,retirement home,Nursing and residential care facilities,Province of Ontario,,101 10 Street,Hanover,ON,N4N1M9,3542029,35,44.15073139,-81.03582166,Provided
-81.06941921,46.47788927,5873,5714,The Walford On The Park (Copper Cliff),retirement home,Nursing and residential care facilities,Province of Ontario,,38 Godfrey Drive,Greater Sudbury / Grand Sudbury,ON,P0M1N0,3553005,35,46.47788927,-81.06941921,Provided
-80.99596918,46.46283498,5874,5715,The Walford Sudbury,retirement home,Nursing and residential care facilities,Province of Ontario,,99 Walford Road,Greater Sudbury / Grand Sudbury,ON,P3E6K3,3553005,35,46.46283498,-80.99596918,Provided
-89.2384854699999,48.44013227,5875,5716,The Walford Thunder Bay,retirement home,Nursing and residential care facilities,Province of Ontario,,20 Pine Street,Thunder Bay,ON,P7A5X1,3558004,35,48.44013227,-89.23848547,Provided
-81.32532123,48.4915285700001,5876,5717,The Walford Timmins,retirement home,Nursing and residential care facilities,Province of Ontario,,750 Tamarack Street,Timmins,ON,P4N0A4,3556027,35,48.49152857,-81.32532123,Provided
-75.64851112,45.35467105,5877,5718,The Waterford Retirement Community - Ottawa,retirement home,Nursing and residential care facilities,Province of Ontario,,2431 Bank Street,Ottawa,ON,K1V8R9,3506008,35,45.35467105,-75.64851112,Provided
-80.56923714,43.44505309,5878,5721,The Westhill,retirement home,Nursing and residential care facilities,Province of Ontario,,25 Westhill Drive,Waterloo,ON,N2T0B6,3530016,35,43.44505309,-80.56923714,Provided
-75.77784496,45.3666228400001,5879,5722,The Westwood,retirement home,Nursing and residential care facilities,Province of Ontario,,2370 Carling Avenue,Ottawa,ON,K2B8G9,3506008,35,45.36662284,-75.77784496,Provided
-79.78777969,43.39273432,5880,5726,The Williamsburg,retirement home,Nursing and residential care facilities,Province of Ontario,,1893 Appleby Line,Burlington,ON,L7L0G5,3524002,35,43.39273432,-79.78777969,Provided
-76.6420716499999,44.2222385100001,5881,5728,The Windsor Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,24 Park Crescent,Loyalist,ON,K7N0C3,3511005,35,44.22223851,-76.64207165,Provided
-75.8148895699999,45.32877073,5882,5736,Thorncliffe Place Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,1 Thorncliffe Place,Ottawa,ON,K2H9N9,3506008,35,45.32877073,-75.81488957,Provided
-80.73640254,42.86422338,5883,5749,Tillsonburg Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,183 Rolph Street N,Tillsonburg,ON,N4G3Y9,3532004,35,42.86422338,-80.73640254,Provided
-77.46813644,44.5059859200001,5884,5750,Timber Trails Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,167 St Lawrence Street E,Centre Hastings,ON,K0K2K0,3512026,35,44.50598592,-77.46813644,Provided
-81.53872023,44.27325669,5885,5762,Tiverton Park Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,24 King Street,Kincardine,ON,N0G2T0,3541024,35,44.27325669,-81.53872023,Provided
-78.81017172,43.8901521500001,5886,5781,Traditions Of Durham Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,1255 Bloor Street E,Oshawa,ON,L1H0B3,3518013,35,43.89015215,-78.81017172,Provided
-79.66803676,43.44891054,5887,5782,Trafalgar Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,299 Randall Street,Oakville,ON,L6J6B4,3524001,35,43.44891054,-79.66803676,Provided
-80.59422671,42.98840971,5888,5791,Trillium Christian Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,25 Main Street E,Norwich,ON,N0J1P0,3532002,35,42.98840971,-80.59422671,Provided
-81.62055194,44.1814959700001,5889,5792,Trillium Court,retirement home,Nursing and residential care facilities,Province of Ontario,,550 Phillip Place,Kincardine,ON,N2Z3A6,3541024,35,44.18149597,-81.62055194,Provided
-76.55202522,44.25040282,5890,5806,Trillium Retirement And Care Community,retirement home,Nursing and residential care facilities,Province of Ontario,,800 Edgar Street,Kingston,ON,K7M8S4,3510010,35,44.25040282,-76.55202522,Provided
-80.4422738,43.4311161000001,5891,5812,Trinity Village Studios,retirement home,Nursing and residential care facilities,Province of Ontario,,2711 Kingsway Drive,Kitchener,ON,N2C2T2,3530013,35,43.4311161,-80.4422738,Provided
-79.42113198,44.6128102500001,5892,5818,Tudhope Retirement Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,127 Peter Street N,Orillia,ON,L3V4Z4,3543052,35,44.61281025,-79.42113198,Provided
-79.21839749,43.1593846100001,5893,5819,Tufford Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,312 Queenston Street,St. Catharines,ON,L2P2X4,3526053,35,43.15938461,-79.21839749,Provided
-82.36506926,43.00307673,5894,5825,Twin Lakes Village,retirement home,Nursing and residential care facilities,Province of Ontario,,1310 Murphy Road,Sarnia,ON,N7S2Y6,3538030,35,43.00307673,-82.36506926,Provided
-75.77171846,45.3822699500001,5895,5836,Unitarian House Of Ottawa,retirement home,Nursing and residential care facilities,Province of Ontario,,20 Cleary Avenue,Ottawa,ON,K2A3Z9,3506008,35,45.38226995,-75.77171846,Provided
-79.2395452499999,43.7708733100001,5896,5866,V Care Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,8 Bridlington Street,Toronto,ON,M1H2L5,3520005,35,43.77087331,-79.23954525,Provided
-75.7669303499999,45.26106402,5897,5867,V!Va Barrhaven Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,275 Tartan Drive,Ottawa,ON,K2J6A9,3506008,35,45.26106402,-75.76693035,Provided
-79.46108083,43.8550213200001,5898,5868,V!Va Thornhill Woods Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,9700 Bathurst Street,Vaughan,ON,L6A4V2,3519028,35,43.85502132,-79.46108083,Provided
-74.75048899,45.03169903,5899,5870,Valley Garden Cornwall Retirement Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,1320 Lisieux Street,Cornwall,ON,K6J4Z4,3501012,35,45.03169903,-74.75048899,Provided
-74.59763856,45.2582185700001,5900,5871,Valley Garden Retirement Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,4152 County Road 34,South Glengarry,ON,K0C1L0,3501005,35,45.25821857,-74.59763856,Provided
-75.80368607,45.3327877400001,5901,5875,Valley Stream Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,2 Valley Stream Drive,Ottawa,ON,K2H0A5,3506008,35,45.33278774,-75.80368607,Provided
-79.41805888,44.6163931500001,5902,5888,Victoria House Retirement Home,retirement home,Nursing and residential care facilities,Province of Ontario,,190 Laclie Street,Orillia,ON,L3V4N4,3543052,35,44.61639315,-79.41805888,Provided
-80.75615207,43.13948653,5903,5889,Victoria Manor (Woodstock),retirement home,Nursing and residential care facilities,Province of Ontario,,265 Victoria Street N,Woodstock,ON,N4S6W2,3532042,35,43.13948653,-80.75615207,Provided
-80.49283142,43.4468245,5904,5891,Victoria Place,retirement home,Nursing and residential care facilities,Province of Ontario,,290 Queen Street S,Kitchener,ON,N2G1W3,3530013,35,43.4468245,-80.49283142,Provided
-78.16505992,43.9655205,5905,5892,Victoria Retirement Living,retirement home,Nursing and residential care facilities,Province of Ontario,,100 University Avenue E,Cobourg,ON,K9A1C8,3514021,35,43.9655205,-78.16505992,Provided
-83.1010998099999,42.1034191300001,5906,5893,Victoria Street Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,184 Victoria Street S,Amherstburg,ON,N9V2K5,3537028,35,42.10341913,-83.10109981,Provided
-79.89095674,43.6413476600001,5907,5908,View Mount Grace Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,167 Mountainview Road S,Halton Hills,ON,L7G4K4,3524015,35,43.64134766,-79.89095674,Provided
-80.33758986,43.38794039,5908,5909,Vila Nova Place,retirement home,Nursing and residential care facilities,Province of Ontario,,611 Dunbar Road,Cambridge,ON,N3H2T4,3530010,35,43.38794039,-80.33758986,Provided
-79.60660827,43.76663009,5909,5913,Villa Da Vinci Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,7371 Martin Grove Road,Vaughan,ON,L4L9E4,3519028,35,43.76663009,-79.60660827,Provided
-79.24626358,42.98443007,5910,5914,Villa De Rose Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,370 Hellems Avenue,Welland,ON,L3B0B5,3526032,35,42.98443007,-79.24626358,Provided
-75.6031071099999,45.4448140600001,5911,5915,Villa Elmsmere Villa,retirement home,Nursing and residential care facilities,Province of Ontario,,889 Elmsmere Road,Ottawa,ON,K1J9L5,3506008,35,45.44481406,-75.60310711,Provided
-79.91453832,43.2310620900001,5912,5917,Villa Italia Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,530 Upper Paradise Road,Hamilton,ON,L9C7W2,3525005,35,43.23106209,-79.91453832,Provided
-79.25075635,43.74168081,5913,5918,Villa Karuna Home For Seniors,retirement home,Nursing and residential care facilities,Province of Ontario,,602 Brimley Road,Toronto,ON,M1J1B5,3520005,35,43.74168081,-79.25075635,Provided
-75.11898973,45.2535113500001,5914,5922,Villa St. Albert,retirement home,Nursing and residential care facilities,Province of Ontario,,17 Genier Street,The Nation / La Nation,ON,K0A3C0,3502025,35,45.25351135,-75.11898973,Provided
-74.9934631099999,45.4905731000001,5915,5923,Villa St. Luc,retirement home,Nursing and residential care facilities,Province of Ontario,,839 Rue Cartier,Alfred and Plantagenet,ON,K0B1C0,3502023,35,45.4905731,-74.99346311,Provided
-79.8981123199999,43.33535221,5916,5925,Village Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,57 John Street W,Hamilton,ON,L0R2H0,3525005,35,43.33535221,-79.89811232,Provided
-81.88026626,42.4353068500001,5917,5926,Village On The Ridge,retirement home,Nursing and residential care facilities,Province of Ontario,,9 Myrtle Street,Chatham-Kent,ON,N0P2C0,3536020,35,42.43530685,-81.88026626,Provided
-82.4095471699999,42.9683485200001,5918,5927,Village On The St. Clair,retirement home,Nursing and residential care facilities,Province of Ontario,,170 Front Street S,Sarnia,ON,N7T2M5,3538030,35,42.96834852,-82.40954717,Provided
-82.21580016,42.39392303,5919,5928,Village On The Thames,retirement home,Nursing and residential care facilities,Province of Ontario,,850 Grand Avenue W,Chatham-Kent,ON,N7L5H5,3536020,35,42.39392303,-82.21580016,Provided
-75.68690653,45.4102751500001,5920,5929,Villagia In The Glebe,retirement home,Nursing and residential care facilities,Province of Ontario,,480 Metcalfe Street,Ottawa,ON,K1S3N6,3506008,35,45.41027515,-75.68690653,Provided
-82.40364827,42.9681913200001,5921,5932,Vision Rest Home,retirement home,Nursing and residential care facilities,Province of Ontario,,229 Wellington Street,Sarnia,ON,N7T1G9,3538030,35,42.96819132,-82.40364827,Provided
-79.7056776699999,43.41596933,5922,5934,Vistamere Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,380 Sherin Drive,Oakville,ON,L6L4J3,3524001,35,43.41596933,-79.70567767,Provided
-79.735105,43.5595950000001,5923,5936,Viva Mississauga Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,5575 Bonnie Street,Mississauga,ON,L5M0N8,3521005,35,43.559595,-79.735105,Provided
-79.086045,43.8396680000001,5924,5937,Viva Pickering Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,1880 Glengrove Road,Pickering,ON,L1V1X2,3518001,35,43.839668,-79.086045,Provided
-79.62731705,43.51402375,5925,5952,Walden Circle Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,1907 Lakeshore Road W,Mississauga,ON,L5J1J7,3521005,35,43.51402375,-79.62731705,Provided
-82.373237,42.5909750000001,5926,5953,Wallaceburg Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,70 Duke Street,Chatham-Kent,ON,N8A5E4,3536020,35,42.590975,-82.373237,Provided
-80.05615908,44.4865975000001,5927,5957,Wasaga Beach Seniors' Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,135 32 Street N,Wasaga Beach,ON,L9Z2C4,3543064,35,44.4865975,-80.05615908,Provided
-77.6754023999999,45.4873799800001,5928,5958,Water Tower Lodge,retirement home,Nursing and residential care facilities,Province of Ontario,,9 Stafford Street,Madawaska Valley,ON,K0J1B0,3547030,35,45.48737998,-77.6754024,Provided
-79.89141602,43.3351975100001,5929,5959,Waterdown Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,335 Dundas Street E,Hamilton,ON,L0R2H0,3525005,35,43.33519751,-79.89141602,Provided
-79.71181576,44.3852724000001,5930,5960,Waterford Barrie Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,132 Edgehill Drive,Barrie,ON,L4N1M1,3543042,35,44.3852724,-79.71181576,Provided
-76.5581676199999,44.26899332,5931,5961,Waterford Kingston Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,471 Cataraqui Woods Drive,Kingston,ON,K7P0E6,3510010,35,44.26899332,-76.55816762,Provided
-76.13653796,45.14890439,5932,5967,Waterside Retirement Community,retirement home,Nursing and residential care facilities,Province of Ontario,,105 Mcneely Avenue,Carleton Place,ON,K7C0B6,3509028,35,45.14890439,-76.13653796,Provided
-80.00240066,44.52778541,5933,5968,Waterside Retirement Lodge Inc.,retirement home,Nursing and residential care facilities,Province of Ontario,,239 Zoo Park Road,Wasaga Beach,ON,L9Z0A1,3543064,35,44.52778541,-80.00240066,Provided
-81.24681051,42.9720013800001,5934,5970,Waverley Mansion,retirement home,Nursing and residential care facilities,Province of Ontario,,10 Grand Avenue,London,ON,N6C1K9,3539036,35,42.97200138,-81.24681051,Provided
-79.6214203499999,43.5133446500001,5935,5973,Wawel Villa Seniors Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,880 Clarkson Road S,Mississauga,ON,L5J4N4,3521005,35,43.51334465,-79.62142035,Provided
-78.94807388,44.10695378,5936,6029,West Shore Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,293 Perry Street,Scugog,ON,L9L1S6,3518020,35,44.10695378,-78.94807388,Provided
-79.92649772,43.2098808800001,5937,6035,Westmount Terrace I,retirement home,Nursing and residential care facilities,Province of Ontario,,723 Rymal Road W,Hamilton,ON,L9B2W1,3525005,35,43.20988088,-79.92649772,Provided
-79.0441159,43.8763474400001,5938,6036,Westney Gardens,retirement home,Nursing and residential care facilities,Province of Ontario,,1010 Westney Road N,Ajax,ON,L1T4K6,3518005,35,43.87634744,-79.0441159,Provided
-79.5022466299999,43.70752129,5939,6037,Weston Gardens Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,303 Queens Drive,Toronto,ON,M6L3C1,3520005,35,43.70752129,-79.50224663,Provided
-78.80663142,43.90800196,5940,6043,White Cliffe Terrace,retirement home,Nursing and residential care facilities,Province of Ontario,,1460 Highway 2,Clarington,ON,L1E3C4,3518017,35,43.90800196,-78.80663142,Provided
-81.15463991,43.26076283,5941,6048,Wildwood Care Centre,retirement home,Nursing and residential care facilities,Province of Ontario,,100 Ann Street,St. Marys,ON,N4X1A1,3531016,35,43.26076283,-81.15463991,Provided
-78.73882294,44.3606410400001,5942,6061,William Place,retirement home,Nursing and residential care facilities,Province of Ontario,,140 William Street N,Kawartha Lakes,ON,K9V5R4,3516010,35,44.36064104,-78.73882294,Provided
-79.04920033,43.0613146000001,5943,6063,Willoughby Manor Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,3584 Bridgewater Street,Niagara Falls,ON,L2G6H1,3526043,35,43.0613146,-79.04920033,Provided
-81.26851622,43.01619478,5944,6068,Windermere On The Mount,retirement home,Nursing and residential care facilities,Province of Ontario,,1486 Richmond Street,London,ON,N6G2M3,3539036,35,43.01619478,-81.26851622,Provided
-75.6587861199999,45.3481617400001,5945,6071,Windsor Park Manor,retirement home,Nursing and residential care facilities,Province of Ontario,,990 Hunt Club Road,Ottawa,ON,K1V8S8,3506008,35,45.34816174,-75.65878612,Provided
-79.7829334199999,43.7202848800001,5946,6094,Woodhall Park Retirement Village,retirement home,Nursing and residential care facilities,Province of Ontario,,10250 Kennedy Road,Brampton,ON,L6Z4N7,3521010,35,43.72028488,-79.78293342,Provided
-79.94104643,43.2759579900001,5947,6128,Yorkville Retirement Residence,retirement home,Nursing and residential care facilities,Province of Ontario,,211 York Road,Hamilton,ON,L9H1M9,3525005,35,43.27595799,-79.94104643,Provided
-80.48533902,43.4428213,5948,6132,Zora Srpski Dom,retirement home,Nursing and residential care facilities,Province of Ontario,,143 Madison Avenue S,Kitchener,ON,N2G3M4,3530013,35,43.4428213,-80.48533902,Provided
-103.802015,51.94448,5949,8815,Pleasant View Care Home,retirement home,Nursing and residential care facilities,Saskatchewan Health Authorities,, ,Wadena,SK,S0A4J0,4710068,47,51.94448,-103.802015,Provided
-78.3207548999999,44.31951895,5950,2425,Activity Haven Senior Centre (Peterborough) Inc.,senior active living centre,Nursing and residential care facilities,Province of Ontario,,180 Barnardo Avenue,Peterborough,ON,K9H5X1,3515014,35,44.31951895,-78.3207549,Provided
-79.5920390599999,43.7168698900001,5951,2830,Canes Community Care,senior active living centre,Nursing and residential care facilities,Province of Ontario,,135 Queens Plate Drive,Toronto,ON,M9W6V1,3520005,35,43.71686989,-79.59203906,Provided
-75.69116704,45.4305999600001,5952,2948,Centre De Services Guigues,senior active living centre,Nursing and residential care facilities,Province of Ontario,,162 Murray Street,Ottawa,ON,K1N5M8,3506008,35,45.43059996,-75.69116704,Provided
-79.37858618,43.6603950900001,5953,3548,Family Service Toronto,senior active living centre,Nursing and residential care facilities,Province of Ontario,,355 Church Street,Toronto,ON,M5B1Z8,3520005,35,43.66039509,-79.37858618,Provided
-76.17982318,45.2319404,5954,4391,Mills Community Support Corporation,senior active living centre,Nursing and residential care facilities,Province of Ontario,,67 Industrial Drive,Mississippi Mills,ON,K0A1A0,3509030,35,45.2319404,-76.17982318,Provided
-86.95431135,49.70375969,5955,4439,Municipality Of Greenstone - Geraldton Site,senior active living centre,Nursing and residential care facilities,Province of Ontario,,1800 Main Street,Greenstone,ON,P0T1M0,3558075,35,49.70375969,-86.95431135,Provided
-79.4174640099999,43.78119791,5956,4590,North York Seniors Centre,senior active living centre,Nursing and residential care facilities,Province of Ontario,,21 Hendon Avenue,Toronto,ON,M2M4G7,3520005,35,43.78119791,-79.41746401,Provided
-79.4461661,43.6397988800001,5957,4706,Parkdale Golden Age Foundation,senior active living centre,Nursing and residential care facilities,Province of Ontario,,27 Roncesvalles Avenue,Toronto,ON,M6R2K4,3520005,35,43.63979888,-79.4461661,Provided
-79.57220015,43.7193443900001,5958,5009,Rexdale Community Health Centre,senior active living centre,Nursing and residential care facilities,Province of Ontario,,8 Taber Road,Toronto,ON,M9W3A4,3520005,35,43.71934439,-79.57220015,Provided
-80.3102911599999,43.4253246000001,5959,5111,Saint Luke'S Place,senior active living centre,Nursing and residential care facilities,Province of Ontario,,1624 Franklin Boulevard,Cambridge,ON,N3C3P4,3530010,35,43.4253246,-80.31029116,Provided
-79.4266182,43.68123159,5960,5181,Senior Adult Services In The Annex,senior active living centre,Nursing and residential care facilities,Province of Ontario,,707 St Clair Avenue W,Toronto,ON,M6C4A1,3520005,35,43.68123159,-79.4266182,Provided
-79.29886836,43.7021584,5961,5328,South Riverdale Community Health Centre,senior active living centre,Nursing and residential care facilities,Province of Ontario,,2 Gower Street,Toronto,ON,M4B1E2,3520005,35,43.7021584,-79.29886836,Provided
-81.00083747,43.36760056,5962,5386,Spruce Lodge Home For The Aged,senior active living centre,Nursing and residential care facilities,Province of Ontario,,643 West Gore Street,Stratford,ON,N5A1L4,3531011,35,43.36760056,-81.00083747,Provided
-79.78103737,43.2400255900001,5963,5463,St. Matthew'S House,senior active living centre,Nursing and residential care facilities,Province of Ontario,,785 Britannia Avenue,Hamilton,ON,L8H2B6,3525005,35,43.24002559,-79.78103737,Provided
-79.40343899,43.6575715800001,5964,5473,St. Stephen'S Community House,senior active living centre,Nursing and residential care facilities,Province of Ontario,,340 College Street,Toronto,ON,M5T3A9,3520005,35,43.65757158,-79.40343899,Provided
-104.639108,50.434784,5965,8872,Santa Maria Senior Citizens Home,senior's home,Nursing and residential care facilities,Saskatchewan Health Authorities,,4215 Regina Avenue,Regina,SK,S4T6L8,4706027,47,50.434784,-104.639108,Provided
-135.06,60.7223900000001,5966,9032,Whitehorse Emergency Shelter,shelter,Nursing and residential care facilities,Yukon Territories,,405 Alexander St,Whitehorse,YT,Y1A3H7,6001009,60,60.72239,-135.06,Provided
-73.4219914,45.5042501,5967,6350,Centre D'Hébergement Champlain Rive-Sud,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,5300 Ch Chambly,Longueuil,QC,J3Y3N7,2458227,24,45.5042501,-73.4219914,Provided
-71.3214510999999,46.7539156,5968,6352,Centre D'Hébergement Du Boisé,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,3690 Boul Neilson,Québec,QC,G1W0A9,2423027,24,46.7539156,-71.3214511,Provided
-71.2333058,46.8142946,5969,6355,Centre D'Hébergement Hôpital General De Québec,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,260 Boul Langelier,Notre-Dame-des-Anges,QC,G1K5N1,2423015,24,46.8142946,-71.2333058,Provided
-74.0061506,45.7829075000001,5970,6359,Centre D'Youville,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,531 Rue Laviolette,Saint-Jérôme,QC,J7Y2T8,2475017,24,45.7829075,-74.0061506,Provided
-72.5039829999999,46.36465,5971,6539,Centre De Santé Cloutier-Du-Rivage,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,155 Rue Toupin,Trois-Rivières,QC,G8T3Z8,2437067,24,46.36465,-72.503983,Provided
-73.2065199,45.5658927000001,5972,6814,Ch Champlain-Beloeil,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,221 Rue Brunelle,Beloeil,QC,J3G2M9,2457040,24,45.5658927,-73.2065199,Provided
-67.420262,48.4689690000001,5973,6815,Ch D'Amqui,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,135 Avenue Gaétan-Archambault,Amqui,QC,G5J2K5,2407047,24,48.468969,-67.420262,Provided
-71.8115132999999,45.1343936000001,5974,6818,Ch De Coaticook,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,138 Rue Jeanne-Mance,Coaticook,QC,J1A1W3,2444037,24,45.1343936,-71.8115133,Provided
-71.2358273,46.8026923,5975,6836,Ch Notre-Dame Du Chemin Inc.,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,510 Ch Ste-Foy,Québec,QC,G1S2J5,2423027,24,46.8026923,-71.2358273,Provided
-71.236679,46.827833,5976,6848,Ch St-Francois Inc.,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,1604 1Re Av,Québec,QC,G1L3L6,2423027,24,46.827833,-71.236679,Provided
-69.1602336,48.1331499,5977,6849,Ch Trois-Pistoles,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,550 Rue Notre-Dame Est,Trois-Pistoles,QC,G0L4K0,2411040,24,48.1331499,-69.1602336,Provided
-73.4898415,45.6528725000001,5978,6857,Chsld Cardinal Inc.,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,12900 Rue Notre-Dame Est,Montréal,QC,H1A1R9,2466023,24,45.6528725,-73.4898415,Provided
-73.7693659,45.5484225000001,5979,6860,Chsld St-Jude-De-Laval Ltée,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,4410 Boul St-Martin Ouest,Laval,QC,H7T1C3,2465005,24,45.5484225,-73.7693659,Provided
-69.281311,47.4897030000001,5980,7334,Clsc De Pohénégamook,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,1922 Rue St-Vallier,Pohénégamook,QC,G0L1J0,2413095,24,47.489703,-69.281311,Provided
-72.9519931999999,46.2550447,5981,7565,Csss De Maskinongé,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,41 Boul Comtois,Louiseville,QC,J5V2H8,2451015,24,46.2550447,-72.9519932,Provided
-73.1088722,46.0461353000001,5982,8035,Hôpital General De Sorel,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,151 Rue George,Sorel-Tracy,QC,J3P1C8,2453052,24,46.0461353,-73.1088722,Provided
-71.8227209999999,46.8954171,5983,8074,Hôpital Régional De Portneuf,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,700 Rue Saint-Cyrville,Saint-Raymond,QC,G3L1W1,2434128,24,46.8954171,-71.822721,Provided
-73.6233349999999,45.491178,5984,8120,Institut Universitaire De Gériatrie De Montréal,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,4565 Ch Queen Mary,Montréal,QC,H3W1W5,2466023,24,45.491178,-73.623335,Provided
-73.6774556999999,45.4408480000001,5985,8140,Le Campus De Lachine Du Cusm,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,650 16E Ave,Montréal,QC,H8S3N5,2466023,24,45.440848,-73.6774557,Provided
-73.6875236,45.5473608,5986,8289,Pavillon Notre-Dame De La Merci,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,555 Boul Gouin Ouest,Montréal,QC,H3L1K5,2466023,24,45.5473608,-73.6875236,Provided
-73.690953,45.541497,5987,8299,Pavillon St-Joseph De La Providence,soins aux malades chroniques,Nursing and residential care facilities,Public Health Agency of Canada,,11844 Rue Bois-De-Boulogne,Montréal,QC,H3M2X7,2466023,24,45.541497,-73.690953,Provided
-73.5867681,45.4388464,5988,6349,Centre D'Hébergement Champlain,soins prolongés,Nursing and residential care facilities,Public Health Agency of Canada,,1325 Rue Crawford,Montréal,QC,H4H2N6,2466023,24,45.4388464,-73.5867681,Provided
-71.9632667,46.0611410000001,5989,6353,Centre D'Hébergement Du Roseau,soins prolongés,Nursing and residential care facilities,Public Health Agency of Canada,,61 Av De L'Ermitage,Victoriaville,QC,G6P6X4,2439062,24,46.061141,-71.9632667,Provided
